school_id,system_id,sctype,gender,ethnicity,cltype,tdegree,tyear,lunch,read_old,read,math_old,math
17,11,suburban,female,cauc,regular,master,19,non-free,618,650,579,667
69,35,rural,male,cauc,regular,bachelor,7,non-free,591,624,596,639
80,42,rural,male,cauc,small,bachelor,2,free,530,567,556,558
8,6,rural,male,cauc,small,master,19,non-free,643,618,639,612
22,11,inner-city,female,afam,small,master,19,free,526,529,554,559
77,40,rural,male,cauc,regular+aide,master,15,non-free,602,602,615,612
51,22,suburban,male,cauc,regular+aide,master,18,non-free,550,577,538,601
52,22,suburban,female,cauc,regular,bachelor,15,non-free,596,618,603,608
29,11,inner-city,female,afam,regular+aide,bachelor,2,free,604,624,626,610
54,22,suburban,female,cauc,small,master,24,non-free,599,602,620,614
60,27,urban,male,cauc,regular+aide,bachelor,20,free,608,639,607,620
45,18,inner-city,female,afam,regular,bachelor,3,free,533,585,574,579
56,24,rural,male,cauc,regular+aide,master,15,non-free,627,622,587,616
8,6,rural,male,cauc,regular+aide,bachelor,10,free,631,614,639,639
34,12,rural,male,cauc,regular+aide,bachelor,9,non-free,573,588,626,672
49,21,rural,female,cauc,small,master,17,non-free,608,606,526,573
9,6,urban,male,cauc,small,master,19,non-free,582,593,584,629
43,18,suburban,female,cauc,small,bachelor,6,free,627,633,565,610
9,6,urban,male,cauc,small,bachelor,8,free,622,622,611,659
22,11,inner-city,male,afam,regular+aide,master,14,free,518,562,543,573
14,11,inner-city,female,afam,small,bachelor,22,free,536,582,559,599
50,21,rural,male,cauc,small,bachelor,12,free,555,600,568,606
58,25,suburban,male,cauc,regular,bachelor,11,non-free,584,588,535,576
3,3,rural,male,cauc,regular+aide,bachelor,3,free,538,564,572,591
36,12,suburban,male,cauc,small,master,17,non-free,552,597,546,610
52,22,suburban,male,afam,regular,bachelor,15,free,591,641,541,583
59,26,urban,female,afam,regular,master,7,non-free,622,631,563,604
73,37,rural,female,cauc,regular+aide,master,15,non-free,586,633,570,610
68,34,rural,male,cauc,regular,bachelor,8,non-free,669,670,648,684
5,4,rural,female,cauc,regular,bachelor,8,non-free,549,578,546,565
33,11,inner-city,male,afam,regular+aide,bachelor,5,free,560,565,554,556
73,37,rural,male,cauc,regular+aide,master,15,free,542,583,550,574
3,3,rural,female,cauc,regular+aide,master,13,non-free,631,629,620,645
57,24,rural,male,cauc,regular+aide,bachelor,7,non-free,552,629,557,645
66,32,rural,female,cauc,regular+aide,bachelor,13,non-free,622,631,721,659
68,34,rural,female,cauc,regular+aide,master,15,free,637,647,611,659
72,36,rural,male,cauc,regular+aide,master,7,non-free,562,582,587,616
56,24,rural,male,afam,small,master,11,free,604,595,568,576
15,11,inner-city,male,afam,regular+aide,master,25,free,530,550,556,535
80,42,rural,male,cauc,regular+aide,bachelor,16,free,584,592,559,608
24,11,suburban,male,afam,small,master,10,free,526,593,526,655
60,27,urban,male,cauc,small,bachelor,14,non-free,659,636,721,678
7,5,rural,female,cauc,regular+aide,bachelor,0,free,650,661,593,663
14,11,inner-city,female,afam,regular+aide,bachelor,0,free,577,612,536,608
19,11,inner-city,male,afam,regular+aide,bachelor,26,free,544,570,541,604
38,14,rural,female,cauc,small,bachelor,9,non-free,637,661,626,642
68,34,rural,female,cauc,regular+aide,master,19,non-free,650,657,648,651
39,15,rural,male,cauc,small,bachelor,31,free,584,595,590,599
9,6,urban,male,cauc,regular+aide,master,16,free,593,612,603,583
26,11,inner-city,female,afam,regular+aide,master,13,non-free,637,680,639,691
58,25,suburban,female,cauc,regular+aide,master,16,non-free,593,639,557,622
62,29,rural,male,cauc,regular+aide,bachelor,10,free,524,592,561,599
38,14,rural,female,cauc,regular,bachelor,3,free,535,542,584,556
14,11,inner-city,male,afam,regular+aide,bachelor,0,free,582,599,561,573
1,1,rural,female,cauc,regular+aide,bachelor,30,free,614,657,587,593
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,577,633,593,634
1,1,rural,female,cauc,regular+aide,bachelor,30,non-free,631,654,632,667
2,2,urban,male,afam,small,master,9,free,593,604,552,589
72,36,rural,male,cauc,regular,master,13,non-free,555,604,632,589
12,9,rural,female,cauc,regular+aide,bachelor,16,non-free,611,641,639,752
29,11,inner-city,male,afam,small,master,31,free,569,633,603,631
68,34,rural,male,cauc,regular+aide,master,19,non-free,709,693,699,663
58,25,suburban,female,cauc,regular,bachelor,11,non-free,593,670,572,622
3,3,rural,male,cauc,small,master,17,non-free,684,713,659,726
20,11,suburban,female,afam,regular,bachelor,7,free,541,580,530,568
52,22,suburban,male,cauc,small,master,6,non-free,599,618,563,616
22,11,inner-city,male,afam,small,master,33,free,568,616,582,636
28,11,inner-city,female,afam,small,master,14,non-free,573,593,596,629
56,24,rural,female,cauc,small,master,11,non-free,562,595,568,588
51,22,suburban,male,cauc,regular+aide,master,32,non-free,614,661,593,639
58,25,suburban,male,cauc,regular+aide,master,16,non-free,622,686,659,678
24,11,suburban,female,afam,regular,master,19,non-free,573,636,526,593
22,11,inner-city,female,afam,small,master,19,free,566,572,554,549
3,3,rural,female,cauc,regular+aide,bachelor,3,non-free,650,728,632,639
66,32,rural,female,cauc,regular+aide,master,4,free,591,602,593,626
7,5,rural,male,cauc,regular,bachelor,21,free,557,606,587,608
47,19,rural,female,cauc,regular+aide,bachelor,0,non-free,568,624,541,603
7,5,rural,male,cauc,small,bachelor,23,non-free,611,661,620,711
59,26,urban,female,cauc,small,bachelor,13,non-free,586,639,582,629
14,11,inner-city,male,afam,small,bachelor,30,free,604,595,552,603
66,32,rural,female,cauc,small,bachelor,24,non-free,526,614,565,645
73,37,rural,female,cauc,regular+aide,master,15,free,643,670,593,622
56,24,rural,male,cauc,regular+aide,master,15,non-free,637,680,615,642
4,4,suburban,male,cauc,regular,master,15,non-free,627,633,611,603
56,24,rural,male,cauc,regular,master,9,non-free,573,582,557,591
38,14,rural,male,cauc,small,bachelor,9,free,604,600,593,568
28,11,inner-city,female,afam,regular+aide,master,3,free,545,590,554,558
64,31,rural,female,cauc,regular,bachelor,22,non-free,544,608,574,558
69,35,rural,male,cauc,small,bachelor,18,non-free,573,616,584,614
14,11,inner-city,female,afam,regular+aide,bachelor,0,free,564,592,556,582
40,16,rural,female,cauc,small,bachelor,36,non-free,547,569,584,616
16,11,inner-city,male,afam,small,bachelor,22,free,588,647,577,618
52,22,suburban,male,afam,regular+aide,bachelor,21,free,555,575,565,645
65,31,rural,male,cauc,small,master,2,non-free,560,577,582,593
10,7,urban,male,cauc,regular+aide,master,36,non-free,650,680,607,667
51,22,suburban,female,cauc,regular+aide,master,18,non-free,552,620,590,601
63,30,rural,female,cauc,regular,bachelor,23,free,544,555,568,593
57,24,rural,male,cauc,regular+aide,bachelor,7,non-free,544,590,565,601
36,12,suburban,male,cauc,small,master,17,non-free,608,644,607,651
51,22,suburban,female,cauc,regular+aide,master,15,non-free,544,587,556,588
16,11,inner-city,female,afam,small,master,29,free,545,608,561,620
1,1,rural,male,cauc,small,bachelor,0,non-free,614,633,611,655
54,22,suburban,female,afam,small,master,20,free,669,753,596,667
75,39,rural,female,cauc,regular,bachelor,19,free,618,647,561,597
10,7,urban,female,cauc,small,bachelor,36,non-free,582,636,593,659
35,12,rural,female,cauc,regular+aide,bachelor,10,non-free,622,622,584,588
61,28,suburban,female,cauc,regular,master,4,non-free,573,597,599,626
8,6,rural,female,cauc,small,master,19,non-free,608,636,557,626
7,5,rural,female,cauc,regular,bachelor,24,non-free,627,641,626,659
68,34,rural,female,cauc,regular+aide,master,19,non-free,627,624,599,612
3,3,rural,female,cauc,small,bachelor,6,non-free,684,686,648,655
43,18,suburban,female,cauc,regular,master,19,free,582,654,552,634
63,30,rural,male,afam,small,bachelor,1,free,602,631,563,586
56,24,rural,male,cauc,regular,master,9,non-free,637,680,674,636
41,17,suburban,male,cauc,regular,master,19,non-free,604,595,632,596
51,22,suburban,female,afam,small,bachelor,15,free,582,616,559,626
35,12,rural,female,cauc,small,bachelor,3,non-free,569,629,552,610
77,40,rural,male,cauc,small,bachelor,7,free,588,592,559,616
61,28,suburban,female,cauc,regular+aide,master,15,non-free,732,680,607,667
7,5,rural,male,cauc,regular,bachelor,24,non-free,571,597,611,626
63,30,rural,male,cauc,regular+aide,bachelor,15,free,599,639,620,651
10,7,urban,female,cauc,regular+aide,master,36,non-free,614,580,572,593
79,41,rural,female,cauc,regular,master,12,non-free,669,624,607,648
3,3,rural,male,cauc,regular,bachelor,21,non-free,560,602,570,618
22,11,inner-city,female,afam,regular+aide,master,14,free,579,610,538,618
19,11,inner-city,male,afam,small,master,18,free,575,595,540,593
4,4,suburban,female,cauc,small,bachelor,6,free,541,572,561,603
72,36,rural,female,cauc,regular+aide,master,7,non-free,709,633,596,629
23,11,suburban,male,afam,regular,bachelor,10,free,584,585,577,589
44,18,suburban,female,afam,regular,master,14,free,571,604,561,554
51,22,suburban,male,afam,regular+aide,master,15,free,509,580,531,579
7,5,rural,female,cauc,regular,bachelor,24,non-free,650,647,674,672
22,11,inner-city,male,afam,small,master,33,free,577,639,570,604
74,38,rural,female,cauc,regular+aide,master,36,non-free,614,631,607,636
22,11,inner-city,female,afam,small,master,33,free,568,639,559,606
16,11,inner-city,male,afam,small,bachelor,22,free,604,647,626,667
3,3,rural,male,cauc,regular+aide,bachelor,3,non-free,602,600,577,594
19,11,inner-city,male,afam,small,master,18,free,593,631,543,629
53,22,inner-city,female,cauc,regular,master,19,non-free,496,555,499,547
20,11,suburban,female,afam,regular+aide,bachelor,4,non-free,618,639,557,642
32,11,inner-city,male,afam,regular,bachelor,31,free,517,545,490,556
58,25,suburban,female,cauc,regular,bachelor,11,non-free,608,633,590,618
5,4,rural,male,cauc,regular+aide,bachelor,23,non-free,631,665,577,614
2,2,urban,male,cauc,regular+aide,master,19,free,579,618,603,655
35,12,rural,male,cauc,regular+aide,bachelor,10,non-free,599,622,674,624
7,5,rural,female,afam,regular+aide,master,5,free,579,587,584,573
55,23,rural,male,cauc,small,bachelor,16,free,637,650,659,672
55,23,rural,male,cauc,small,master,10,non-free,555,592,565,651
7,5,rural,male,cauc,regular,bachelor,21,non-free,669,650,570,599
75,39,rural,female,cauc,regular,bachelor,19,non-free,684,686,632,700
28,11,inner-city,male,afam,regular+aide,master,12,free,539,639,545,648
14,11,inner-city,female,afam,small,bachelor,30,free,709,728,648,726
75,39,rural,male,cauc,regular,bachelor,19,non-free,659,680,620,645
8,6,rural,female,cauc,regular,bachelor,22,non-free,586,629,543,603
9,6,urban,male,cauc,regular+aide,master,38,non-free,593,593,525,555
58,25,suburban,male,cauc,regular+aide,master,16,non-free,555,616,546,603
39,15,rural,female,cauc,small,bachelor,31,free,709,665,620,631
77,40,rural,female,cauc,small,bachelor,2,free,622,626,620,626
2,2,urban,male,afam,small,master,9,non-free,511,543,526,549
80,42,rural,female,cauc,small,bachelor,2,non-free,643,654,639,622
19,11,inner-city,female,afam,small,master,18,free,573,588,540,589
43,18,suburban,female,cauc,regular+aide,bachelor,22,non-free,562,612,579,620
27,11,inner-city,female,afam,regular,master,14,free,538,557,557,589
78,41,rural,male,cauc,regular+aide,master,8,free,560,580,543,591
9,6,urban,female,cauc,regular+aide,master,38,non-free,669,654,620,663
75,39,rural,male,cauc,regular,bachelor,19,free,569,622,603,648
8,6,rural,female,cauc,regular,bachelor,22,non-free,554,606,550,604
3,3,rural,female,cauc,regular+aide,master,13,non-free,637,636,648,639
38,14,rural,male,cauc,regular,bachelor,3,non-free,532,517,563,543
27,11,inner-city,female,afam,small,master,9,free,573,602,556,567
32,11,inner-city,male,afam,regular+aide,bachelor,23,free,586,559,579,555
66,32,rural,female,cauc,regular+aide,master,4,non-free,627,631,607,663
36,12,suburban,male,cauc,regular,master,9,non-free,569,602,548,614
75,39,rural,female,cauc,regular+aide,bachelor,7,non-free,622,633,570,631
41,17,suburban,male,cauc,small,bachelor,5,non-free,579,636,579,599
32,11,inner-city,male,afam,small,bachelor,8,free,588,600,626,624
19,11,inner-city,male,afam,small,master,21,free,526,577,572,636
27,11,inner-city,female,afam,small,bachelor,15,free,555,595,570,586
63,30,rural,female,cauc,regular,bachelor,9,free,582,590,535,593
51,22,suburban,female,cauc,regular+aide,master,18,non-free,650,680,674,711
21,11,suburban,male,cauc,regular+aide,bachelor,25,non-free,554,572,557,591
55,23,rural,male,cauc,small,bachelor,16,non-free,591,570,536,562
75,39,rural,female,cauc,small,specialist,13,free,547,599,607,579
64,31,rural,male,cauc,regular,bachelor,22,non-free,608,633,611,616
1,1,rural,female,cauc,small,bachelor,0,free,608,626,632,620
58,25,suburban,female,cauc,small,bachelor,6,non-free,622,573,540,593
45,18,inner-city,male,afam,small,master,18,free,533,562,565,580
35,12,rural,female,cauc,regular,master,17,non-free,643,641,596,620
39,15,rural,male,cauc,small,bachelor,31,free,622,629,593,612
55,23,rural,male,cauc,regular+aide,master,4,non-free,582,622,587,639
56,24,rural,male,afam,small,master,6,free,602,636,599,618
63,30,rural,male,afam,regular+aide,bachelor,15,non-free,604,600,599,659
34,12,rural,male,cauc,regular+aide,bachelor,9,non-free,552,550,530,586
24,11,suburban,female,afam,regular,master,19,free,544,622,559,612
63,30,rural,male,cauc,regular+aide,bachelor,15,free,533,577,531,552
3,3,rural,male,cauc,regular+aide,master,13,non-free,637,629,607,586
44,18,suburban,male,afam,small,bachelor,7,free,559,550,570,549
75,39,rural,female,cauc,small,bachelor,22,non-free,569,612,590,610
54,22,suburban,male,cauc,small,master,24,non-free,573,595,582,626
20,11,suburban,female,afam,small,bachelor,13,free,557,595,563,599
33,11,inner-city,female,afam,regular,bachelor,0,free,593,620,563,612
7,5,rural,female,cauc,regular+aide,bachelor,0,non-free,622,654,603,663
17,11,suburban,female,afam,small,bachelor,14,non-free,547,572,557,614
27,11,inner-city,female,afam,small,master,9,free,608,629,590,629
54,22,suburban,male,cauc,regular+aide,master,19,non-free,560,573,533,568
22,11,inner-city,male,afam,regular+aide,master,14,free,604,629,572,612
69,35,rural,female,cauc,small,bachelor,18,non-free,596,647,572,645
55,23,rural,female,cauc,small,master,10,free,550,614,535,620
22,11,inner-city,female,afam,regular+aide,master,12,free,560,595,570,648
49,21,rural,male,cauc,small,master,4,free,582,644,593,642
41,17,suburban,female,cauc,small,master,13,non-free,637,713,721,684
3,3,rural,male,cauc,small,master,17,non-free,596,633,615,624
39,15,rural,female,cauc,regular,master,18,free,669,702,699,678
67,33,rural,male,hispanic,small,bachelor,2,non-free,643,680,607,642
7,5,rural,male,cauc,regular,bachelor,24,non-free,588,610,620,642
74,38,rural,male,cauc,regular,master,11,non-free,659,647,648,678
41,17,suburban,male,cauc,small,bachelor,5,non-free,586,686,615,691
69,35,rural,female,cauc,small,bachelor,6,non-free,604,575,632,606
25,11,suburban,female,afam,small,bachelor,8,non-free,627,610,590,648
16,11,inner-city,male,afam,regular+aide,master,11,free,573,585,607,629
65,31,rural,male,cauc,regular,bachelor,24,free,550,595,572,616
54,22,suburban,female,afam,small,master,24,free,622,657,593,663
68,34,rural,female,cauc,small,master,12,free,533,602,540,593
2,2,urban,male,cauc,regular+aide,master,19,free,582,593,577,624
16,11,inner-city,female,afam,regular+aide,bachelor,26,free,542,565,568,629
8,6,rural,female,cauc,regular,bachelor,22,free,575,614,565,596
1,1,rural,male,cauc,regular+aide,bachelor,30,non-free,591,633,590,622
44,18,suburban,female,cauc,regular,master,14,free,604,647,599,616
1,1,rural,female,cauc,regular,bachelor,5,non-free,614,608,593,608
34,12,rural,female,cauc,regular,bachelor,14,non-free,554,550,561,571
52,22,suburban,female,afam,small,bachelor,23,non-free,575,631,528,599
55,23,rural,female,cauc,regular+aide,master,4,non-free,575,588,559,608
64,31,rural,female,afam,regular,bachelor,22,free,536,572,563,558
20,11,suburban,male,afam,small,master,9,free,523,595,554,582
19,11,inner-city,male,afam,small,master,21,free,538,583,535,593
79,41,rural,male,cauc,regular+aide,master,9,non-free,611,629,563,626
2,2,urban,female,afam,regular+aide,master,19,free,536,573,554,608
33,11,inner-city,male,afam,regular+aide,bachelor,18,non-free,530,587,572,568
3,3,rural,female,cauc,small,bachelor,6,non-free,571,588,563,561
17,11,suburban,female,cauc,regular+aide,master,18,non-free,560,572,540,567
63,30,rural,female,cauc,small,bachelor,20,non-free,596,614,590,629
33,11,inner-city,male,afam,regular+aide,bachelor,5,free,586,599,563,601
2,2,urban,male,cauc,regular+aide,master,19,free,599,636,603,626
59,26,urban,female,cauc,small,bachelor,13,non-free,575,608,596,622
64,31,rural,male,cauc,small,bachelor,17,non-free,552,565,522,603
59,26,urban,female,cauc,small,bachelor,13,non-free,596,624,563,597
10,7,urban,male,cauc,small,bachelor,36,free,577,618,568,616
26,11,inner-city,female,afam,regular,master,22,free,541,604,541,624
47,19,rural,male,cauc,regular+aide,bachelor,0,non-free,545,599,593,636
41,17,suburban,male,cauc,small,bachelor,5,non-free,622,631,699,691
54,22,suburban,female,cauc,regular+aide,master,19,non-free,588,578,550,588
53,22,inner-city,female,afam,small,bachelor,1,free,575,602,561,606
32,11,inner-city,female,afam,regular+aide,bachelor,23,free,560,562,593,586
2,2,urban,female,afam,regular+aide,master,19,non-free,602,614,570,601
32,11,inner-city,male,afam,regular,bachelor,31,free,554,572,545,596
8,6,rural,female,cauc,regular+aide,bachelor,10,non-free,614,631,607,604
